FinInstrmGnlAttrbts.Id,FinInstrmGnlAttrbts.FullNm,FinInstrmGnlAttrbts.ClssfctnTp,FinInstrmGnlAttrbts.CmmdtyDerivInd,FinInstrmGnlAttrbts.NtnlCcy,Issr,a_count,contains_a
DE000JJ3YG73,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YG81,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YG99,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGA0,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGB8,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGC6,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGD4,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGE2,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGF9,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGJ1,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGK9,Open End Turbo Optionsschein auf DAX/XDAX,RFITPA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGL7,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGP8,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGQ6,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGS2,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGT0,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGW4,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YGY0,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YH07,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YH31,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YH49,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YH64,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YH98,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHA8,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHC4,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHE0,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHF7,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHK7,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHL5,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHP6,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHR2,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHT8,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHW2,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHX0,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YHZ5,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJ05,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJ21,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJ39,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJ47,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJ54,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJ62,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJ70,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJ88,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJ96,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJA4,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJB2,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJC0,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJD8,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJE6,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJF3,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJG1,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJH9,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJJ5,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJK3,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJL1,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJM9,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJN7,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJP2,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJQ0,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJR8,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJS6,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJT4,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJU2,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJV0,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJW8,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJX6,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJY4,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YJZ1,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK02,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK10,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK28,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK36,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK44,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK51,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK69,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK77,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK85,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YK93,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YKA2,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YKC8,Open End Turbo Optionsschein auf DAX/XDAX,RFITCA,False,EUR,XZYUUT6IYN31D9K77X08,3,YES
DE000JJ3YR62,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRB5,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRD1,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRF6,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRG4,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRL4,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRM2,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRN0,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRP5,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRQ3,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRR1,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRS9,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRT7,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRU5,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRV3,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRW1,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRX9,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRY7,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YRZ4,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YS04,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YS12,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YS20,Open End Turbo Optionsschein auf Silber,RFTTCA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YS46,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YS61,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YS87,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000JJ3YSA5,Open End Turbo Optionsschein auf Silber,RFTTPA,True,EUR,XZYUUT6IYN31D9K77X08,1,YES
DE000KA1PDD9,DANON   90TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1PM91,GOLD  1350TCIOPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1PN41,GOLD  1350TCIOPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1PN58,GOLD  1375TCIOPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1PNA4,GOLD  1375TCIOPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1PNG1,DANON   86TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1PPF8,DANON   86TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1Q2X2,TOTAL 53.5TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1Q2Y0,TOTAL   54TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1QEV7,GOLD  1200TCIOPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1QHM9,CFOUR   21TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1QJD4,CFOUR   21TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1QQB3,PERNO  185TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1QQS7,PERNO  185TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1RJ29,GOLD  1400TCIOPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S1T0,AMAZO 1500TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA1S2M3,BABAK  150TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA1S395,GOLD  1300TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S3A6,GOLD  1320TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S3C2,GOLD  1350TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S3R0,TECDX 3600TS OPENC,RFITPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S3Z3,B4B     17TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S6T9,RELX    30TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S874,GOLD  1300TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S882,GOLD  1340TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S8R9,ESTX  4000TS OPENC,RFITPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S8S7,ESTX  4200TS OPENC,RFITPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S8T5,ESTX  4400TS OPENC,RFITPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S8Z2,ESTX  4000TS OPENC,RFITPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S908,ESTX  4200TS OPENC,RFITPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1S916,ESTX  4400TS OPENC,RFITPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SQ52,VOPAK   36TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1SQ60,VOPAK   38TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1SQB9,UMICO   22TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SQC7,UMICO   24TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SQF0,UNA     60TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1SS50,GOLD  1330TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SST7,ASMLH  165TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1STN8,VOPAK   35TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1SVD5,GOLD  1320TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SVY1,RELX    28TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SW13,UMICO   20TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SWE1,GOLD  1360TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SWF8,GOLD  1370TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SWY9,RELX    28TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SX46,AMAZO 1500TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA1SY29,B4B     17TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1SYA5,GOLD  1360TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1T0P9,SANOF   60TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1T633,HEINK  120TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TA26,GOLD  1380TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TAH8,GOLD  1380TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TDR1,AEGON  4.5TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1TF88,GOLD  1390TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TJB2,BABAK  145TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA1TLZ7,BABAK  160TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA1TQM4,HEINK  110TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TS59,BABAK  160TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA1TSR9,GOLD  1380TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TSS7,GOLD  1400TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TST5,GOLD  1420TL OPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TV70,ADYEN  450TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1TWJ8,SPOTF  100TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TWV3,NKOYJ    5TS OPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA1TXK4,CAC40 6300TS OPENC,RFITPM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA1UAP9,AMAZO 1400TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA1UAS3,BAIDU   80TL OPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA27G33,Citigroup Global Mkts Europe Call 17.06.21 Peugeot 20,RWSNCA,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA27G41,Citigroup Global Mkts Europe Call 17.06.21 Peugeot 22,RWSNCA,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA27HB0,Citigroup Global Mkts Europe Call 16.12.21 Peugeot 22,RWSNCA,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA2AB41,"Citigroup Global Mkts Europe TuBear O.End Dialog 49,546",RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,3,YES
DE000KA2AB41,Dialog Semiconductor Open End Turbo Bear,RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA2CGW8,"Citigroup Global Mkts Europe TuBear O.End Dialog 50,4933",RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,3,YES
DE000KA2CGW8,Dialog Semiconductor Open End Turbo Bear,RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA2UCB3,GOLD  1300TCIOPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA2UCH0,DANON   88TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA2UTM4,ESILO  150TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA2UTY9,AMAZO 1550TCIOPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA2V124,SANOF   62TCIOPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA2VNB8,EUUSD 1.02TCIOPENC,RFCTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA2W148,ESILO  150TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA2WFD8,GOLD  1375TCIOPENC,RFTTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA34KY2,"Citigroup Global Mkts Europe TuBear O.End Dialog 49,813",RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,3,YES
DE000KA34KY2,Dialog Semiconductor Open End Turbo Bear,RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA34KZ9,"Citigroup Global Mkts Europe TuBear O.End Dialog 50,7528",RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,3,YES
DE000KA34KZ9,Dialog Semiconductor Open End Turbo Bear,RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA3HWD2,"Citigroup Global Mkts Europe MiniS O.End Dialog 49,69",RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA3HWD2,Dialog Semiconductor Mini Short,RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA3HWE0,"Citigroup Global Mkts Europe MiniS O.End Dialog 50,62",RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA3HWE0,Dialog Semiconductor Mini Short,RFSTPB,False,EUR,6TJCK1B7E7UTXP528Y04,1,YES
DE000KA3W039,BABAK  160TCIOPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA3W0B2,BABAK  160TCIOPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,2,YES
DE000KA3W0D8,NTFLX  240TCIOPENC,RFSTCM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA3W0Y4,VINCI  115TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA3W690,PERNO  190TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA3W7R3,PERNO  190TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA3W997,PERNO  195TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA3W9Y5,PERNO  195TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA3WLS2,ESILO  155TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA3WML5,ESILO  155TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA3WZ61,VINCI  115TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
DE000KA3X524,ESILO  160TPIOPENC,RFSTPM,False,EUR,6TJCK1B7E7UTXP528Y04,0,NO
